"epoch","Name: hopfield_mol - _step","Name: hopfield_mol - _step__MIN","Name: hopfield_mol - _step__MAX","Name: hopfield_mol - loss_to_report_val","Name: hopfield_mol - loss_to_report_val__MIN","Name: hopfield_mol - loss_to_report_val__MAX"
"729","1458","1458","1458","0.15118162552127581","0.14893045957619874","0.1545852522519844"
"730","1460","1460","1460","0.15036045282225388","0.1473953513663282","0.15394887014814737"
"731","1462","1462","1462","0.14947010925147977","0.14589743244733905","0.15163635895290134"
"732","1464","1464","1464","0.15053586624019938","0.1477031644592841","0.1534818973683426"
"733","1466","1466","1466","0.15190323352818344","0.1483478009395803","0.15845235488749973"
"734","1468","1468","1468","0.14997714879674423","0.14868208708358374","0.1518192398383952"
"735","1470","1470","1470","0.15119565720118816","0.1479257298453381","0.15687639035921572"
"736","1472","1472","1472","0.14921080821199345","0.1467563144020812","0.1525934170862279"
"737","1474","1474","1474","0.15159307735272937","0.14896048464620426","0.15468910979061262"
"738","1476","1476","1476","0.15028293088825262","0.14771056645954894","0.15199492107259183"
"739","1478","1478","1478","0.1501780246760781","0.14737385975512604","0.1555411336668743"
"740","1480","1480","1480","0.1501019566001913","0.147286774853675","0.15341019665307698"
"741","1482","1482","1482","0.15068702815359247","0.1484673285292184","0.15473554345189566"
"742","1484","1484","1484","0.15403501503284853","0.15110386626529915","0.15964874338043478"
"743","1486","1486","1486","0.15228700354857994","0.15026571904888644","0.15513846027897785"
"744","1488","1488","1488","0.1509760135031014","0.1486901252575245","0.15290673811387873"
"745","1490","1490","1490","0.1508050005101329","0.14744954930022444","0.1538269417564705"
"746","1492","1492","1492","0.15054446648444778","0.14797515933983396","0.153031386386846"
"747","1494","1494","1494","0.14927120890181872","0.14614253518760564","0.1522283646570095"
"748","1496","1496","1496","0.1522600454089608","0.14992101961992121","0.15407642268306537"
"749","1498","1498","1498","0.15161926312715418","0.14873350531103283","0.15543596945278518"
"750","1500","1500","1500","0.15156800861041914","0.14952595263370347","0.15348363032953222"
"751","1502","1502","1502","0.14976814720214468","0.14841583459608176","0.150987879645758"
"752","1504","1504","1504","0.15016532237526192","0.14745043814279865","0.15412777068497063"
"753","1506","1506","1506","0.1508815520142741","0.14889077256661282","0.15426892835465986"
"754","1508","1508","1508","0.1502346934578373","0.14757408319528123","0.15349191066639664"
"755","1510","1510","1510","0.15047819243881158","0.14738468693326837","0.15392820279263622"
"756","1512","1512","1512","0.15003080685847434","0.146595524321814","0.15291223088734535"
"757","1514","1514","1514","0.15156821697867054","0.14947850781321906","0.1525447901028768"
"758","1516","1516","1516","0.15223004655620392","0.1495957547221494","0.15609234478542502"
"759","1518","1518","1518","0.15123122285263457","0.14750544991644096","0.15426772704372296"
"760","1520","1520","1520","0.15325367363220938","0.1513377601437554","0.15535382924218674"
"761","1522","1522","1522","0.1515455866501138","0.15045401324425575","0.15219168877780176"
"762","1524","1524","1524","0.1508899865698185","0.14883784922190388","0.15333872128547277"
"763","1526","1526","1526","0.1507776822807937","0.14871044469681058","0.15276372251151843"
"764","1528","1528","1528","0.1530768267734433","0.15012478449886035","0.15667599778322058"
"765","1530","1530","1530","0.15044788059355735","0.14785999547332168","0.15317004396306574"
"766","1532","1532","1532","0.15113354237144427","0.14828659498775987","0.15322366639124452"
"767","1534","1534","1534","0.15256231667815676","0.1492418492152326","0.15552191687150158"
"768","1536","1536","1536","0.15176617411758503","0.1502183427971932","0.15331633599743563"
"769","1538","1538","1538","0.15195257279575533","0.15056233463531604","0.15380662361345743"
"770","1540","1540","1540","0.15252019225133223","0.14808355666305373","0.15429806328763482"
"771","1542","1542","1542","0.1508735179087241","0.150411392029864","0.15138663724995266"
"772","1544","1544","1544","0.15285946169018094","0.15052066387244456","0.15481438749576512"
"773","1546","1546","1546","0.15189706608428213","0.1481077939679566","0.15496285333739643"
"774","1548","1548","1548","0.15171338416092342","0.1496937040560567","0.1537748221364565"
"775","1550","1550","1550","0.15087649941215825","0.1492096732371676","0.15315316150008706"
"776","1552","1552","1552","0.1507075852370073","0.1496771253682358","0.15284475311808707"
"777","1554","1554","1554","0.15246281554946656","0.14955596579130676","0.15683504521943123"
"778","1556","1556","1556","0.15122383988257979","0.14806848327014274","0.15437300968806172"
"779","1558","1558","1558","0.1529440219580504","0.14963835381263907","0.15436072884531032"
"780","1560","1560","1560","0.1524424166873247","0.14783907478771263","0.15722558343206888"
"781","1562","1562","1562","0.1510380484487641","0.14888752150222173","0.1533520211522686"
"782","1564","1564","1564","0.15242142827606814","0.15143500489765183","0.1542915585510379"
"783","1566","1566","1566","0.15164209482542995","0.14951567315646314","0.15427189465901978"
"784","1568","1568","1568","0.14998924550027698","0.14866688340997614","0.15102315039310646"
"785","1570","1570","1570","0.1508096971045579","0.14701989722520956","0.15456565318622664"
"786","1572","1572","1572","0.15027009979241074","0.1493113959883938","0.1526980392825908"
"787","1574","1574","1574","0.15334699466005267","0.15029723302880124","0.1562088800825547"
"788","1576","1576","1576","0.15267169429782826","0.1482063623757837","0.1580955374613315"
"789","1578","1578","1578","0.15123400850320126","0.1490337086163334","0.15535178550640374"
"790","1580","1580","1580","0.15163277091382005","0.14924803885876828","0.1540002373492946"
"791","1582","1582","1582","0.15359831270476704","0.15076577666326604","0.15844372971172668"
"792","1584","1584","1584","0.15230392803649195","0.1481583845531907","0.15464102563336893"
"793","1586","1586","1586","0.15075362614829976","0.14821328218649016","0.15380550749336366"
"794","1588","1588","1588","0.15155301876827196","0.14977886603208793","0.15432989444504058"
"795","1590","1590","1590","0.15236166813451785","0.14934180604727063","0.15842602959980231"
"796","1592","1592","1592","0.15095631710218466","0.14807782265190733","0.15285076027880468"
"797","1594","1594","1594","0.15112163341172588","0.14935264174677781","0.1545676240559533"
"798","1596","1596","1596","0.1501750136384814","0.14887139502087715","0.15208765610564248"
"799","1598","1598","1598","0.153906757399909","0.1507443688841779","0.15766058537647298"
"800","1600","1600","1600","0.15004348864548706","0.14787554780833223","0.1509659474324998"
"801","1602","1602","1602","0.14978459319462367","0.1483672956956615","0.15209831365243592"
"802","1604","1604","1604","0.14903337129914332","0.14817437641357734","0.15125691968765972"
"803","1606","1606","1606","0.1531060625957371","0.14862474058880062","0.15628557769126858"
"804","1608","1608","1608","0.14950464740943542","0.14724414120189908","0.15134640950185524"
"805","1610","1610","1610","0.1527269758391194","0.1501054391003567","0.15522233681966638"
"806","1612","1612","1612","0.15263963702260583","0.15127777361368486","0.15488070608104906"
"807","1614","1614","1614","0.15058724030728876","0.14692318851929229","0.15319379701698813"
"808","1616","1616","1616","0.15135549602501647","0.14889536649088747","0.15373960418112512"
"809","1618","1618","1618","0.15092832838791542","0.14561381211475186","0.15469734291482481"
"810","1620","1620","1620","0.15113980607901528","0.14670460540147595","0.15411156645462684"
"811","1622","1622","1622","0.1502528412435453","0.14661690151300916","0.15202862930453684"
"812","1624","1624","1624","0.1516242794142692","0.1491041501415217","0.1556001339226568"
"813","1626","1626","1626","0.1511906061945619","0.1497337481626694","0.15405575180503098"
"814","1628","1628","1628","0.15182469282914007","0.15031300913527207","0.15400210801742537"
"815","1630","1630","1630","0.15169044690929848","0.14972576464720413","0.1535018290717423"
"816","1632","1632","1632","0.15090730366562927","0.14865118508840708","0.1519767193868657"
"817","1634","1634","1634","0.15095158174436224","0.14883898072803534","0.15418115478564698"
"818","1636","1636","1636","0.1506981336728062","0.14854090009599075","0.15202832930894306"
"819","1638","1638","1638","0.15211698956006642","0.15025917198139302","0.1540806949563122"
"820","1640","1640","1640","0.15092264997699747","0.14676992637576633","0.15362950254713176"
"821","1642","1642","1642","0.1528775082430137","0.14881829453038684","0.15536643697827132"
"822","1644","1644","1644","0.1518669378875594","0.15022549613496594","0.1538399226914777"
"823","1646","1646","1646","0.14959199020090047","0.14799570476167348","0.15118665628413358"
"824","1648","1648","1648","0.15156766075216752","0.14794084086775344","0.15555456951969132"
"825","1650","1650","1650","0.15150533073250658","0.1472797367451397","0.15330434605343696"
"826","1652","1652","1652","0.15315235617365675","0.15173841162536222","0.15588754365609284"
"827","1654","1654","1654","0.15149641262950658","0.15020928964662422","0.15358539845883437"
"828","1656","1656","1656","0.15159545489760223","0.14887541674439067","0.15438361903793768"
"829","1658","1658","1658","0.15146601049237057","0.14771774845019442","0.15532976707592086"
"830","1660","1660","1660","0.15168471841554884","0.1485141611921386","0.15415187347601192"
"831","1662","1662","1662","0.15071267134865945","0.1481273694088456","0.1530726773146306"
"832","1664","1664","1664","0.15158887259747844","0.14953235024989217","0.15300861850885145"
"833","1666","1666","1666","0.1521951598514913","0.14914901007929574","0.15655275619916656"
"834","1668","1668","1668","0.15154602724421046","0.14911851720216895","0.15311178349030036"
"835","1670","1670","1670","0.15108203098966883","0.14931528687878673","0.1530455774964067"
"836","1672","1672","1672","0.15334043397449304","0.15164024861345674","0.15466314610816226"
"837","1674","1674","1674","0.15052484241635125","0.14887651407837615","0.15220439517299894"
"838","1676","1676","1676","0.15401189307465613","0.15044298751753102","0.15858786930266347"
"839","1678","1678","1678","0.15281197810395108","0.15116942953632626","0.15564484557273317"
"840","1680","1680","1680","0.1526079653003451","0.15180511990212692","0.153914253142036"
"841","1682","1682","1682","0.15200102534214813","0.14873888177943334","0.15860787512502691"
"842","1684","1684","1684","0.15208472453255018","0.1507501465466698","0.15340395382278396"
"843","1686","1686","1686","0.15212401404732753","0.14894340765689235","0.15908051125750522"
"844","1688","1688","1688","0.150378924225002","0.14757174877926815","0.1524177408272558"
"845","1690","1690","1690","0.15036230929259747","0.14894009245579434","0.15306196009843878"
"846","1692","1692","1692","0.15199864916857003","0.14789646496324022","0.15551756469785138"
"847","1694","1694","1694","0.15302060369424253","0.14786612907677008","0.15761303938530402"
"848","1696","1696","1696","0.15170653880920093","0.15084708028950986","0.15339013087296485"
"849","1698","1698","1698","0.15209881888067325","0.15030726210169745","0.1534271241205782"
"850","1700","1700","1700","0.15287214200242466","0.1509569428207887","0.1539257313607746"
"851","1702","1702","1702","0.15228543703301772","0.15121663885247363","0.15338559467556848"
"852","1704","1704","1704","0.15152342407952057","0.1480518561813974","0.1531825773775667"
"853","1706","1706","1706","0.15223590637853127","0.14858883956223876","0.15529569660207948"
"854","1708","1708","1708","0.1508123525730506","0.14717131289488536","0.15607299077621845"
"855","1710","1710","1710","0.1516382607144755","0.1501617480671959","0.15360815792960245"
"856","1712","1712","1712","0.1522168414503568","0.1493929603425553","0.15401647421600595"
"857","1714","1714","1714","0.1521091626410688","0.15078999003981622","0.1554515444407143"
"858","1716","1716","1716","0.15319334401411752","0.1481259344180551","0.1581679628120368"
"859","1718","1718","1718","0.15155228573289142","0.1497641231992033","0.15694006522911585"
"860","1720","1720","1720","0.15244501584448153","0.14987745677683995","0.15431644690914556"
"861","1722","1722","1722","0.1528341842325007","0.15047524211825908","0.15503511054509636"
"862","1724","1724","1724","0.15148729236631187","0.14919905544230938","0.15430280216131928"
"863","1726","1726","1726","0.15256316305788395","0.15062353266262446","0.15720898856393278"
"864","1728","1728","1728","0.15218004010448888","0.15045500539359935","0.15645886505230988"
"865","1730","1730","1730","0.15131221606186096","0.15002184040807842","0.1539174150988175"
"866","1732","1732","1732","0.15209260893530047","0.14931931436550425","0.1549695986204346"
"867","1734","1734","1734","0.1523251182165538","0.14890248494181751","0.15581447542895177"
"868","1736","1736","1736","0.15265409095564225","0.14840960179369717","0.15834349986840984"
"869","1738","1738","1738","0.15082848915642594","0.14969051296122252","0.15192834604646593"
"870","1740","1740","1740","0.15265529869927513","0.15026220522911096","0.15403266353322034"
"871","1742","1742","1742","0.1509173216465211","0.14788291804669668","0.15718719673942722"
"872","1744","1744","1744","0.15151356468003746","0.14816383702139638","0.15389927546213217"
"873","1746","1746","1746","0.15152433550603422","0.15016862464664504","0.15411362738403625"
"874","1748","1748","1748","0.15086589910937348","0.14893200356694733","0.15317088534211876"
"875","1750","1750","1750","0.15227212607837073","0.14999486973342813","0.1530912265416814"
"876","1752","1752","1752","0.15146669442441507","0.1477518448178928","0.157297164914311"
"877","1754","1754","1754","0.15136779199618441","0.14958236819047185","0.15439174562503083"
"878","1756","1756","1756","0.151268929637079","0.1491937144521138","0.153202436467383"
"879","1758","1758","1758","0.15173244703102867","0.15034220680805538","0.1542532324435898"
"880","1760","1760","1760","0.1518708720649328","0.14928860380187503","0.15428161733612178"
"881","1762","1762","1762","0.15043743592667908","0.14762216999000843","0.1543895600335964"
"882","1764","1764","1764","0.1526295919174828","0.14948812562253463","0.15511306044869125"
"883","1766","1766","1766","0.15124321084435238","0.14885967109190873","0.15332141185713447"
"884","1768","1768","1768","0.14961688477600696","0.1482696594881988","0.15268134217836035"
"885","1770","1770","1770","0.15217039845630856","0.1503068822340268","0.15591899894334615"
"886","1772","1772","1772","0.15136196270934407","0.1483473298100994","0.15531617654033847"
"887","1774","1774","1774","0.15047975472396216","0.14835538182557692","0.15247017247753097"
"888","1776","1776","1776","0.15257316430892548","0.14998427739521963","0.1556269333284736"
"889","1778","1778","1778","0.15220421548930801","0.14737042786416008","0.15644656840079826"
"890","1780","1780","1780","0.15378988195615895","0.1506151226482007","0.1566568704521551"
"891","1782","1782","1782","0.15292181741231117","0.15153740115147155","0.15550876774859965"
"892","1784","1784","1784","0.15316811642083303","0.15038085226073591","0.15919031380507953"
"893","1786","1786","1786","0.15118480441061424","0.14871091563067138","0.15252218347430962"
"894","1788","1788","1788","0.15060321123096038","0.14735431899462867","0.15370685146405805"
"895","1790","1790","1790","0.15208712115240036","0.15017737148792348","0.15483738996803761"
"896","1792","1792","1792","0.15277050823336674","0.1511448599605807","0.15601311331916703"
"897","1794","1794","1794","0.15193632565552243","0.14673697003560604","0.156817864283448"
"898","1796","1796","1796","0.15176423061386624","0.14853634106502694","0.15588745659700323"
"899","1798","1798","1798","0.15292394760822156","0.14992981262070915","0.1555748407406336"
"900","1800","1800","1800","0.15222424812753585","0.14755943638755195","0.1553719080065064"
"901","1802","1802","1802","0.15227084318347872","0.14914524185228512","0.1562748831780266"
"902","1804","1804","1804","0.15199541987785353","0.15038306290267967","0.15487536066216087"
"903","1806","1806","1806","0.1530897500031077","0.1509255472502705","0.15541565198178445"
"904","1808","1808","1808","0.15264756578681554","0.1504174105201199","0.15460881628114226"
"905","1810","1810","1810","0.153663236127903","0.15044068002404623","0.15741926160520636"
"906","1812","1812","1812","0.15160816305536534","0.1476155000163913","0.15445393326924076"
"907","1814","1814","1814","0.1516651789594541","0.1504725342830475","0.1525485637449714"
"908","1816","1816","1816","0.15195544199270572","0.15066778872285133","0.15478449745780934"
"909","1818","1818","1818","0.15209087281607167","0.15044936489946112","0.15372212276064556"
"910","1820","1820","1820","0.15280075355655595","0.14897355759645692","0.15479405596560802"
"911","1822","1822","1822","0.1518819123846517","0.1494395531150004","0.15388710113014847"
"912","1824","1824","1824","0.15180306775750554","0.14801368608520563","0.1547988886435723"
"913","1826","1826","1826","0.15086943356201063","0.14807426465946885","0.15405759652755213"
"914","1828","1828","1828","0.15142374725372926","0.14846024742748434","0.15592679090498926"
"915","1830","1830","1830","0.15259061373268779","0.1487941077480105","0.1565274118780448"
"916","1832","1832","1832","0.15135857354243504","0.1493746298235208","0.15301471688217552"
"917","1834","1834","1834","0.15145288910216798","0.1478056609621669","0.15399042190187223"
"918","1836","1836","1836","0.15192815632025933","0.14960175245370563","0.15538083462187008"
"919","1838","1838","1838","0.1493586815672957","0.14591296035601367","0.15381161814690153"
"920","1840","1840","1840","0.1520895073348439","0.15010012959756688","0.15406056400912066"
"921","1842","1842","1842","0.1509822619125087","0.1479566729473907","0.15521903632487308"
"922","1844","1844","1844","0.1505982997173699","0.1493407459414921","0.15180270846244115"
"923","1846","1846","1846","0.15177666840571227","0.15004252027423445","0.15469267417908925"
"924","1848","1848","1848","0.15051838419064872","0.14838015877722793","0.15290117904847025"
"925","1850","1850","1850","0.15104969157440185","0.1493320326677714","0.1533879850245406"
"926","1852","1852","1852","0.15204866531331676","0.1485323127739441","0.1564774996906587"
"927","1854","1854","1854","0.15314460738165975","0.15141432191381254","0.1558726811791599"
"928","1856","1856","1856","0.15026643945912177","0.14892204574504314","0.15161574001904116"
"929","1858","1858","1858","0.1528218881430683","0.15109050450188016","0.15505826370091583"
"930","1860","1860","1860","0.15173736475286775","0.1482626176863718","0.15577185358009205"
"931","1862","1862","1862","0.15249359497840714","0.15124432105014407","0.15396380841907872"
"932","1864","1864","1864","0.15176956168178074","0.15005358433828492","0.15456764839528503"
"933","1866","1866","1866","0.15172260184179487","0.1484090570331608","0.1554422492942925"
"934","1868","1868","1868","0.15282896528317808","0.149433132178094","0.15658307707187966"
"935","1870","1870","1870","0.15203633388922083","0.15052637878061995","0.1534832021593772"
"936","1872","1872","1872","0.1507523687286279","0.14736557885900708","0.15442350566100935"
"937","1874","1874","1874","0.15156354889712872","0.14741423737009945","0.15426142568591455"
"938","1876","1876","1876","0.15215521679795557","0.1482164858387266","0.15450812933661068"
"939","1878","1878","1878","0.15363612001246882","0.15043326414706376","0.1574141198589642"
"940","1880","1880","1880","0.1509422849953979","0.14932895327507026","0.15200749787079038"
"941","1882","1882","1882","0.15111941784103572","0.14880700485870887","0.1533979574846336"
"942","1884","1884","1884","0.15167402760670892","0.15001118702390598","0.15296941627435692"
"943","1886","1886","1886","0.1508417198167323","0.1488204229493402","0.15331677371391175"
"944","1888","1888","1888","0.15121239315326346","0.14926035523375494","0.1535878523900248"
"945","1890","1890","1890","0.15139804164217707","0.14713996320039624","0.15580668512400855"
"946","1892","1892","1892","0.1514470390315124","0.14933899284974078","0.15259077487085274"
"947","1894","1894","1894","0.15080816491246854","0.1464181937933642","0.1533541874419847"
"948","1896","1896","1896","0.1535550772678161","0.1493254504818696","0.1580132870354969"
"949","1898","1898","1898","0.15014662498613612","0.14731518421348788","0.15309942511525154"
"950","1900","1900","1900","0.15161998239070384","0.1492289331172673","0.15269107968906243"
"951","1902","1902","1902","0.15160241526996227","0.1500150489593557","0.15247599741050674"
"952","1904","1904","1904","0.15072674268532107","0.14874481980598725","0.15243667237619052"
"953","1906","1906","1906","0.15144481494472037","0.14857420590099152","0.15299316974660693"
"954","1908","1908","1908","0.1516153849587129","0.1495646712303121","0.15697280648478537"
"955","1910","1910","1910","0.15136353252356824","0.14696219279413236","0.154929826459965"
"956","1912","1912","1912","0.15120558316034224","0.1494261964507945","0.15330478615822704"
"957","1914","1914","1914","0.15164060406556984","0.1476294947275786","0.1551508386633704"
"958","1916","1916","1916","0.14983018928452624","0.146963652746447","0.15320246586878153"
"959","1918","1918","1918","0.15124072172719627","0.15045290899981337","0.15180805054465452"
"960","1920","1920","1920","0.15216465463856896","0.1482287345065633","0.1564221654890248"
"961","1922","1922","1922","0.1521597300405773","0.14998810878120222","0.15557551339976536"
"962","1924","1924","1924","0.15058304384725724","0.14867436201855433","0.15437868468318533"
"963","1926","1926","1926","0.15185394473891767","0.14915745361349814","0.15332693526157234"
"964","1928","1928","1928","0.15025305077857865","0.14826969078646138","0.1536831282627335"
"965","1930","1930","1930","0.1515723090379313","0.15038617324261325","0.1543747317151725"
"966","1932","1932","1932","0.15194102952430158","0.14962310357553796","0.15471018806347514"
"967","1934","1934","1934","0.15237136180967606","0.1513904720646418","0.15342187527987367"
"968","1936","1936","1936","0.1500500031457705","0.14735407550544594","0.15179374422729325"
"969","1938","1938","1938","0.15030332959931264","0.14717272342787488","0.15351064186317784"
"970","1940","1940","1940","0.150829745403888","0.14580342185377299","0.15691123340234345"
"971","1942","1942","1942","0.15249464076804642","0.14886837240314124","0.15383631235963433"
"972","1944","1944","1944","0.15250741944182097","0.14597860028040696","0.1547665726313111"
"973","1946","1946","1946","0.15037220264236564","0.1469546953425261","0.15578543055974928"
"974","1948","1948","1948","0.15030574620210654","0.1480395395117031","0.15328509136929855"
"975","1950","1950","1950","0.1519692778242909","0.14776266994413267","0.15396115926073284"
"976","1952","1952","1952","0.15237231701340598","0.14723769386604257","0.15771986260402165"
"977","1954","1954","1954","0.15175143966382962","0.14764456371423862","0.15809391147897417"
"978","1956","1956","1956","0.15169703609810464","0.14929222301139866","0.15576932297903795"
"979","1958","1958","1958","0.15157211848520968","0.1486304968968914","0.15483873075590668"
"980","1960","1960","1960","0.1510989470257056","0.14880547221497403","0.1528747062393031"
"981","1962","1962","1962","0.15340189700006468","0.15071540266110295","0.15665015429674348"
"982","1964","1964","1964","0.1533638214523775","0.15014201377320463","0.15572820419333488"
"983","1966","1966","1966","0.15200716923998575","0.14837392647553552","0.15460332422080036"
"984","1968","1968","1968","0.15167070357841433","0.14694082543658524","0.15486790257201694"
"985","1970","1970","1970","0.15388675797962117","0.15087452227461084","0.1591748583035084"
"986","1972","1972","1972","0.15247869107140039","0.14903081396057566","0.15591512611728475"
"987","1974","1974","1974","0.15359902989808932","0.1499502321007343","0.15901282404961975"
"988","1976","1976","1976","0.15249047691808665","0.15090161609195746","0.15441109034826034"
"989","1978","1978","1978","0.1511837101748736","0.14945742798053283","0.15343670852119304"
"990","1980","1980","1980","0.1519366547456647","0.1491801987445841","0.15393081057097419"
"991","1982","1982","1982","0.15191740635048184","0.1480384895850828","0.1548158093633891"
"992","1984","1984","1984","0.15235611513262576","0.14958577504051027","0.15590840692713143"
"993","1986","1986","1986","0.151791243375309","0.14648921074617802","0.15684180098178896"
"994","1988","1988","1988","0.1525396713320128","0.14824855851310534","0.1572552022729991"
"995","1990","1990","1990","0.1501326162571424","0.14689700622413165","0.1526941854630556"
"996","1992","1992","1992","0.15005767806463022","0.14596488470560257","0.15191065799235373"
"997","1994","1994","1994","0.15197905390767108","0.15034937705271012","0.1551297569797692"
"998","1996","1996","1996","0.1511317651059346","0.1465305235968985","0.1546111677347169"
"999","1998","1998","1998","0.1529945038966549","0.1503987342656802","0.15606095633127892"
